id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	_0_|_0_	_0_|_10_	_0_|_1_	_0_|_2_	_0_|_3_	_0_|_4_	_0_|_5_	_0_|_6_	_0_|_7_	_0_|_8_	_0_|_9_	_10_|_0_	_10_|_10_	_10_|_1_	_10_|_2_	_10_|_3_	_10_|_4_	_10_|_5_	_10_|_6_	_10_|_7_	_10_|_8_	_10_|_9_	_1_|_0_	_1_|_10_	_1_|_1_	_1_|_2_	_1_|_3_	_1_|_4_	_1_|_5_	_1_|_6_	_1_|_7_	_1_|_8_	_1_|_9_	_2_|_0_	_2_|_10_	_2_|_1_	_2_|_2_	_2_|_3_	_2_|_4_	_2_|_5_	_2_|_6_	_2_|_7_	_2_|_8_	_2_|_9_	_3_|_0_	_3_|_10_	_3_|_1_	_3_|_2_	_3_|_3_	_3_|_4_	_3_|_5_	_3_|_6_	_3_|_7_	_3_|_8_	_3_|_9_	_4_|_0_	_4_|_10_	_4_|_1_	_4_|_2_	_4_|_3_	_4_|_4_	_4_|_5_	_4_|_6_	_4_|_7_	_4_|_8_	_4_|_9_	_5_|_0_	_5_|_10_	_5_|_1_	_5_|_2_	_5_|_3_	_5_|_4_	_5_|_5_	_5_|_6_	_5_|_7_	_5_|_8_	_5_|_9_	_6_|_0_	_6_|_10_	_6_|_1_	_6_|_2_	_6_|_3_	_6_|_4_	_6_|_5_	_6_|_6_	_6_|_7_	_6_|_8_	_6_|_9_	_7_|_0_	_7_|_10_	_7_|_1_	_7_|_2_	_7_|_3_	_7_|_4_	_7_|_5_	_7_|_6_	_7_|_7_	_7_|_8_	_7_|_9_	_8_|_0_	_8_|_10_	_8_|_1_	_8_|_2_	_8_|_3_	_8_|_4_	_8_|_5_	_8_|_6_	_8_|_7_	_8_|_8_	_8_|_9_	_9_|_0_	_9_|_10_	_9_|_1_	_9_|_2_	_9_|_3_	_9_|_4_	_9_|_5_	_9_|_6_	_9_|_7_	_9_|_8_	_9_|_9_
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.099	0.72	0.63	0.548	0.57	0.657		0.59	0.598	0.536	0.606	0.581												0.508																																																																		0.543																																
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.099				0.254	0.218			0.298		0.25																				0.238											0.256											0.248																						0.245											0.25																						0.252							0.228				0.272			
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	curated	False	0.099												0.385	0.341	0.286	0.277								0.294											0.273											0.279																						0.263											0.285																						0.299											0.363	0.319									
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	FN1		True	False	False	curated	True	0.099	9.425		9.462	9.406	9.344			9.361		9.429													10.831		10.868	10.812	10.75			10.767		10.835																																																																																									
CPI-CS02899BF8B	ACVR_1B2A receptor_INHBB	complex:ACVR_1B2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.099				0.254	0.218			0.298		0.25																				0.238											0.256											0.248																						0.245											0.25																						0.252							0.228				0.272			
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.099					1.17			1.2		1.168	1.173																																																	0.966			0.996		0.965	0.969																											0.83			0.86		0.828	0.833																						
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	COL3A1		True	False	False	curated	True	0.099	9.514		9.551	9.494	9.433			9.45		9.518													6.699		6.736	6.68	6.618			6.635		6.703																																																																																									
CPI-SC0DAD29856	COL5A3_a1b1 complex	simple:P25940	complex:a1b1 complex	COL5A3		True	False	False	curated	True	0.099	0.563		0.379	0.386					0.414														0.503											0.45											0.432																						0.429											0.444											0.506											0.426											0.417										
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	True	False	False	curated	False	0.107	0.312											0.387											0.342											0.326											0.477									0.355													0.333											0.473									0.35		0.397											0.49									0.367		0.317										
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	NAMPT	P2RY6	True	False	True	IMEx,IntAct	False	0.107	0.662	0.631	0.564	0.566	0.567		0.586			0.621	0.564																							0.586																						0.602	0.571								0.562																																			0.611																					
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	COL6A3		True	False	False	curated	True	0.107	3.293		3.329	3.273	3.211			3.229		3.296																																														2.395		2.432	2.376	2.314			2.331		2.399																										1.997																														
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.107	0.728	0.747	0.787	0.743	0.7		0.723	0.844	0.702	0.72	0.727								0.715																	0.677					0.733																																																																																
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	0.107			0.43		0.447		0.456	0.416			0.449																											0.407		0.416				0.409																																															0.44		0.457		0.466	0.426			0.459																						
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.107	0.582	0.409	0.396	0.431	0.386		0.395	0.4	0.478	0.444	0.386																							0.35											0.366																																																																		0.404										
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.107												0.613		0.468									0.568		0.423									0.539											0.577		0.432																				0.552											0.576		0.43																				0.559											0.589		0.444								
CPI-SC08AF9CA91	COL8A2_a11b1 complex	simple:P25067	complex:a11b1 complex	COL8A2		True	False	False	curated	True	0.107	0.344		0.381	0.325				0.28		0.348													0.323		0.36	0.304						0.327				0.3											0.272																																																					0.295		0.332																			
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	0.107	0.496	0.359	0.308		0.35		0.331					0.38											0.346											0.389											0.42																						0.352											0.367																						0.421											0.372										
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.116	0.48	0.648	0.417	0.408	0.398		0.549	0.694		0.494																															0.463					0.433						0.479																																																							0.467					0.47						0.516			
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		VEGFB	True	True	False	curated	False	0.116	0.621					0.564			0.435														0.593					0.536						0.602					0.544			0.416			0.578					0.52																	0.568					0.51						0.564					0.507																																						
CPI-SC0092846B0	COL5A1_a11b1 complex	simple:P20908	complex:a11b1 complex	COL5A1		True	False	False	curated	True	0.116	1.492		1.529	1.473	1.411			1.428		1.496													1.189		1.226	1.17	1.108			1.125		1.193																										1.017							0.984																																																								
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.116																							0.883					0.712						0.899					0.728						0.937					0.766			0.557																									0.954					0.783			0.574														0.898					0.727						0.916					0.745					
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	COL4A2		True	False	False	curated	True	0.116	2.117		2.154	2.097	2.036			2.053		2.121															1.447							1.414																								1.698		1.735	1.679	1.617			1.634		1.702																																																								
CPI-SS04640F9C3	TFF1_FGFR2	simple:P04155	simple:P21802	TFF1	FGFR2	True	False	True	IMEx,InnateDB-All,MINT	False	0.116																																																																					8.704	8.723	8.646		8.642	8.672		8.651	8.69			11.743	11.762	11.684		11.68	11.71		11.689	11.728																																	
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	0.116	0.518	0.628	0.638	0.601	0.586		0.712	0.592	0.524	0.561	0.558							0.522											0.501																						0.499																																												0.536																										
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.116																							0.605			0.53		0.546				0.554		0.549											0.585					0.526																	0.577					0.517						0.566																																	0.632			0.557		0.573				0.581	
CPI-SC07E958BDE	COL5A3_a11b1 complex	simple:P25940	complex:a11b1 complex	COL5A3		True	False	False	curated	True	0.116	0.349		0.386	0.33	0.268			0.285		0.353													0.29		0.327	0.271						0.294				0.274																																																					0.293		0.33							0.297																							
CPI-SC03BFF1D95	COL15A1_a11b1 complex	simple:P39059	complex:a11b1 complex	COL15A1		True	False	False	curated	True	0.116	1.126		1.163	1.107	1.045			1.062		1.13		0.769		0.806	0.75						0.773																																			0.731		0.768	0.712						0.735																																																								
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	I2D	False	0.116	0.906		0.628						0.762			0.755											0.705											0.683											0.857								0.713														0.749											0.756											0.812								0.668			0.788											0.756										
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.116	0.487		0.435	0.459	0.434					0.427													0.444		0.392	0.416	0.391					0.384		0.417		0.366	0.39								0.369																																																																												
CPI-CS085EF890A	ACVR_1B2B receptor_INHBB	complex:ACVR_1B2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.116															0.351				0.396		0.347					0.306				0.351											0.321							0.315				0.36																						0.334							0.313				0.358																						0.341							0.327				0.371			
CPI-SS008700E67	CCL8_ACKR1	simple:P80075	simple:Q16570	CCL8	ACKR1	True	False	True	I2D	False	0.116	1.066					1.804																	1.048					1.786						1.081					1.819						1.046					1.784																												1.067					1.805																	1.037					1.775						0.991					1.729					
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	0.116																														0.155						0.155	0.171	0.209			0.225		0.169	0.188																																						0.169			0.186																													0.153	0.191			0.208		0.152	0.171
CPI-SC0EB9D030F	ARTN_RET receptor 1	simple:Q5T4W7	complex:RET receptor 1	ARTN		True	False	True	curated	False	0.116																									0.403		0.369			0.321																	0.395		0.36																				0.403		0.368			0.32						0.404		0.369			0.321																	0.403		0.368			0.32														
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	GDF11	ANTXR1	True	False	True	InnateDB-All	False	0.116																							0.505		0.512									0.496		0.502									0.523		0.529																				0.519		0.525									0.544		0.551																				0.494		0.5									0.581		0.587								
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	0.116																							0.227											0.297		0.215	0.25	0.215		0.216			0.261																																			0.258			0.21						0.221																								0.28		0.198	0.233						0.243	
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.116	1.153	1.173	1.212	1.169	1.126		1.148	1.269	1.127	1.145	1.152			0.855					0.912																																							0.817					0.874																																																										
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.124		0.522	0.532	0.495	0.481		0.606	0.487										0.491											0.457											0.5							0.456				0.53																						0.463											0.478																						0.531											0.483				
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.124	0.764	0.562			0.516		0.516		0.569	0.516		0.639											0.662											0.655											0.586																						0.533											0.542											0.558											0.553											0.526										
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.124			0.426	0.388					0.439		0.427																									0.38						0.394					0.377																						0.381											0.403						0.417		0.404																									0.44	0.403					0.454		0.441
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	PDGFRA	PDGFC	True	True	False	curated	False	0.124	0.448		0.396	0.383	0.374			0.375		0.385	0.389																																													0.536		0.483	0.471	0.462			0.462		0.472	0.476																							0.291																																
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	0.124				0.443	0.447		0.465	0.44			0.445															0.4	0.404		0.422	0.396			0.402				0.373	0.377		0.395	0.37			0.376																																																																													
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	TYRO3	GAS6	True	True	False	guidetopharmacology.org	False	0.124																							1.524					1.391			1.28			1.511					1.378			1.268			1.506					1.373			1.263														1.516					1.383			1.273																																				1.515					1.382			1.272		
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	COL15A1		True	False	False	curated	True	0.124	1.34	1.129	1.156	1.163	1.125		1.074	1.123	1.191	1.156	1.09	0.982											0.796																																	0.945											0.8																						0.823																																
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	0.124	0.792	0.599	0.609	0.581	0.626		0.573	0.562		0.597	0.618												0.52																						0.661																						0.527											0.563											0.604											0.632																					
CPI-SC035953E6B	COL7A1_a1b1 complex	simple:Q02388	complex:a1b1 complex	COL7A1		True	False	False	curated	True	0.124	0.523											0.525											0.489											0.492											0.612																						0.579											0.652		0.468	0.475					0.503	0.468		0.535											0.625								0.477			0.614										
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.132																										5.296	6.347			5.222			6.743				5.295	6.345			5.22			6.742				5.303	6.354			5.229			6.751																																																5.311	6.361			5.236			6.758											
CPI-SS003610FF9	CXCR3_CCL19	simple:P49682	simple:Q99731	CXCR3	CCL19	True	True	False	guidetopharmacology.org	False	0.132	2.81					3.15																	2.584					2.924						2.58					2.92						2.642					2.982																	2.611					2.951																	2.728					3.068						2.633					2.973						2.604					2.944					
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	FGFR2	NECTIN1	True	True	True	InnateDB-All	False	0.132																							0.263		0.301	0.283					0.286			0.282	0.275	0.32	0.303	0.253			0.254	0.305		0.271																																				0.269																																	0.287	0.269					0.272		
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	CSPG4		False	False	False	curated	True	0.132	0.596				0.629	0.681			0.692								0.622			0.633								0.624			0.635								0.628			0.639																														0.59											0.617			0.628							0.605	0.657			0.668																								
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	CSF1	CELSR3	True	False	True	I2D	False	0.132	0.515	0.543	0.71	0.54	0.576		0.572	0.577	0.576	0.547	0.619			0.519											0.498											0.468											0.497																																												0.533											0.494																			
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	0.132	0.687		0.6	0.619	0.598		0.6	0.591		0.603	0.623																																													0.737		0.65	0.669	0.648		0.651	0.641		0.653	0.673																																																							
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.132	1.534																						2.393			2.231	2.258					2.266	2.252	2.084			1.923	1.949					1.958	1.943																																		2.166			2.004	2.031					2.039	2.025																																	
CPI-SC08CC68F11	COL8A1_a11b1 complex	simple:P27658	complex:a11b1 complex	COL8A1		True	False	False	curated	True	0.132	0.642		0.678	0.622	0.56			0.577		0.645				0.478									0.417		0.453							0.42																								0.534		0.571	0.515	0.453			0.47		0.538																																																								
CPI-SC060984F83	COL14A1_a11b1 complex	simple:Q05707	complex:a11b1 complex	COL14A1		True	False	False	curated	True	0.132	0.689		0.726	0.67	0.608			0.625		0.693																																														0.557		0.594	0.538	0.476			0.493		0.561																								0.422		0.459	0.403						0.426																							
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	TNF	CELSR2	True	False	True	InnateDB-All	False	0.132																													0.271											0.286							0.294	0.266	0.27		0.324	0.304																												0.311	0.283	0.287		0.341	0.321																					0.285							0.274				0.304	0.284			
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.14	0.865	0.692	0.679	0.714	0.67		0.678	0.683	0.761	0.727	0.669	0.736											0.675											0.754								0.651			0.671																																												0.673																						0.68										
CPI-SC0861656EC	COL11A1_a11b1 complex	simple:P12107	complex:a11b1 complex	COL11A1		True	False	False	curated	True	0.14	0.424		0.461	0.405						0.428				0.437									0.562		0.599	0.542	0.481			0.498		0.566		0.487		0.524	0.468	0.406			0.423		0.491																																																																														
CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	CD2	CD58	False	True	False	curated	False	0.14	1.102		1.01	1.04	0.996		0.964	0.973		1.01	0.966																																													0.635			0.573																														0.732		0.639	0.67	0.625		0.593	0.603		0.64																							
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	CXCL12	CXCR3	True	False	True	guidetopharmacology.org	False	0.14	1.935		1.709	1.706	1.767		1.736		1.853	1.758	1.729																																													1.745		1.519	1.516	1.577		1.546		1.663	1.569	1.539																							0.966																																
CPI-SC0A0532ADC	COL4A1_a11b1 complex	simple:P02462	complex:a11b1 complex	COL4A1		True	False	False	curated	True	0.14	1.933		1.97	1.914	1.852			1.869		1.937													1.415		1.452	1.396				1.351		1.419		1.463		1.5	1.443	1.382			1.399		1.467																																																																														
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	TNF	NOTCH1	True	False	True	I2D	False	0.14																							0.433		0.39									0.449		0.406	0.379								0.487		0.443	0.417																														0.503		0.46	0.434	0.386																		0.447		0.404									0.466		0.423	0.397							
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.14	0.947	0.765	0.771	0.741	0.78		0.74	0.73		0.815	0.77	0.695											0.567											0.559											0.569																																												0.739				0.572					0.607		0.614																					
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	0.14																									0.363		0.379		0.389	0.349			0.381					0.342		0.351				0.344																																															0.377		0.393		0.402	0.362			0.395														0.364		0.381		0.39				0.383
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	0.149	0.468					0.556						0.44					0.527						0.427					0.514						0.422					0.509						0.408					0.495																	0.396					0.483						0.424					0.512																	0.397					0.484						0.413					0.5					
CPI-SC051B1E9C4	COL20A1_a11b1 complex	simple:Q9P218	complex:a11b1 complex	COL20A1		True	False	False	curated	True	0.149																																													0.218		0.255	0.198						0.222													0.189		0.226							0.193		0.226		0.263	0.207						0.23													0.213		0.25	0.194						0.217		0.197		0.234							0.201	
CPI-SC0CE433AB8	COL4A5_a11b1 complex	simple:P29400	complex:a11b1 complex	COL4A5		True	False	False	curated	True	0.149																							0.227		0.264	0.208						0.231		0.212		0.249	0.193						0.216																																			0.214		0.251	0.195						0.218													0.184		0.221									0.233		0.27	0.213						0.237	
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.149	1.011	0.914	0.836	0.864	0.856		0.807	0.771	0.904	0.865	0.787																																													0.921	0.824	0.745	0.774	0.765				0.814	0.775																								0.786																																
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ALOX5	ALOX5AP	False	False	False	guidetopharmacology.org	False	0.149	0.727	0.531	0.501	0.443	0.448		0.402	0.416	0.504	0.426		0.553											0.551											0.548											0.548																						0.542											0.508											0.586											0.543											0.522										
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	True	True	False	guidetopharmacology.org	False	0.149	1.557					1.424			1.314														1.52					1.387			1.277			1.517					1.384			1.273			1.521					1.388			1.278																									1.505					1.372			1.262														1.525					1.392			1.282													
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		VEGFA	True	True	False	curated	False	0.149			1.066	0.949				1.069																	1.038	0.922				1.041						1.047	0.93				1.05						1.022	0.906				1.026																	1.012	0.896				1.015						1.009	0.892				1.012																																				
CPI-SC0A54B5323	COL6A2_a11b1 complex	simple:P12110	complex:a11b1 complex	COL6A2		True	False	False	curated	True	0.149	7.801		7.837	7.781	7.719			7.736		7.804																																														7.427		7.464	7.407	7.346			7.363		7.431																								5.728		5.765	5.708	5.647			5.664		5.732																							
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	COL6A1		True	False	False	curated	True	0.149	5.08		5.117	5.06	4.999			5.016		5.084																																														4.357		4.394	4.337	4.276			4.293		4.361																								3.45		3.486	3.43	3.368			3.385		3.453																							
CPI-SC0014D5A6E	COL16A1_a11b1 complex	simple:Q07092	complex:a11b1 complex	COL16A1		True	False	False	curated	True	0.149	0.969		1.005	0.949	0.887			0.904		0.972																																														0.971		1.008	0.951	0.89			0.907		0.975																								0.79		0.827	0.77	0.709			0.726		0.794																							
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	TNF	VSIR	True	False	True	IMEx,IntAct	False	0.149																							0.752					0.65			0.48			0.767					0.666			0.495			0.805					0.704			0.533																									0.822					0.721			0.55														0.766					0.665			0.494			0.785					0.684			0.513		
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	CD40	TNFSF13B	True	True	False	I2D,InnateDB	False	0.149	0.519	0.37		0.325	0.347		0.326		0.391	0.374													0.381											0.393											0.425																						0.407																						0.497	0.348			0.326				0.37	0.353		0.44											0.362										
CPI-SC0681D30FE	COL1A2_a11b1 complex	simple:P08123	complex:a11b1 complex	COL1A2		True	False	False	curated	True	0.149	13.319		13.356	13.299	13.238			13.255		13.323													8.596		8.632	8.576	8.514			8.531		8.599																								9.695		9.732	9.675	9.614			9.631		9.699																																																								
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	0.149	0.784	0.648	0.548	0.555	0.613		0.541		0.662	0.557		0.552											0.513											0.495											0.654	0.518							0.531														0.52											0.555											0.597											0.625																					
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.149	1.124	0.724		0.672	0.695		0.677		0.882	0.708		0.891											0.853											0.834											0.993								0.751														0.859											0.895											0.937											0.965								0.723			0.827										
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	curated	True	0.149	1.124	0.724		0.672	0.695		0.677		0.882	0.708		0.891											0.853											0.834											0.993								0.751														0.859											0.895											0.937											0.965								0.723			0.827										
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	COL5A2		True	False	False	curated	True	0.149	1.51		1.547	1.491	1.429			1.446		1.514													1.25		1.287	1.231	1.169			1.186		1.254																								1.175		1.212	1.156	1.094			1.111		1.179																																																								
CPI-SC03ADD2063	COL18A1_a11b1 complex	simple:P39060	complex:a11b1 complex	COL18A1		True	False	False	curated	True	0.149	3.144		3.181	3.124	3.063			3.08		3.148																																														2.739		2.776	2.72	2.658			2.675		2.743																								2.017		2.054	1.998	1.936			1.953		2.021																							
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.157			0.537	0.479					0.438		0.482														0.506	0.448							0.451			0.485	0.427										0.505	0.446							0.45																									0.479	0.421																					0.519	0.46							0.463			0.498	0.44							
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.157	1.034	0.634	0.538	0.582	0.605		0.587		0.792	0.618	0.582	0.834								0.592			0.728											0.741											0.713																						0.713											0.694											0.877								0.635			0.757																					
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	FGFR2	XPR1	True	True	True	InnateDB-All	False	0.157																							0.248	0.313		0.265	0.262		0.259	0.272			0.294	0.267	0.332	0.25	0.285	0.281		0.278	0.291		0.28	0.313																																			0.28																																	0.298									0.28
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.157	1.03	0.989	1.038	0.969	0.972	1.166	0.981	0.946	1.065	0.958	1.003						0.937											0.969											0.989																						0.9																																	1.019			0.917								0.938											0.934					
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.157																							0.457	0.457	0.432	0.407	0.418			0.409		0.414		0.419	0.42																																																						0.47	0.471	0.446	0.42	0.431			0.423		0.428													0.458	0.459	0.434								
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	0.157	0.67					0.612			0.484			0.635					0.577						0.682					0.624			0.496			0.643					0.586			0.457			0.583					0.526																	0.581					0.524						0.575					0.517																												0.577					0.52					
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	0.157								17.732					6.886						18.358											15.513											15.703					6.975						18.447											17.907					7.298						18.771											17.021				6.022	8.321				6.418	5.872	19.793											17.019					6.93						18.402			
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.157																											0.402		0.448				0.504					0.418		0.463				0.52					0.456		0.501				0.558																								0.427			0.473		0.518				0.575																0.417		0.462				0.519					0.435		0.481				0.538
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	CSF1R	CSF1	True	True	False	curated	False	0.157	1.541	1.351	1.33	1.3	1.328		1.278	1.272	1.365	1.326	1.309																																													1.049	0.859	0.838	0.808	0.836				0.873	0.834	0.817																							0.94																																
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	0.165																							1.25					1.389			1.171			1.265					1.405			1.187			1.303			1.102		1.443			1.225																									1.32			1.119		1.46			1.242														1.264					1.404			1.186			1.283					1.422			1.204		
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	CXCL11	CXCR3	True	False	True	curated	False	0.165	0.477								0.396			0.486								0.405			0.343											0.42								0.339			0.5				0.332				0.418														0.472								0.39			0.394																						0.563		0.337		0.395		0.364		0.482	0.387	0.358											
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	PLXNB2	PTN	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	0.165															2.831	2.817			2.828		2.853	2.834																																					2.836	2.823			2.834		2.858	2.84																										2.886	2.873			2.884		2.908	2.89															4.199	4.186			4.197		4.221	4.203
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	COL3A1		True	False	False	curated	True	0.165	9.727	9.517	9.543	9.55	9.512		9.462	9.51	9.578	9.543	9.477												6.913	6.702	6.729	6.736	6.698		6.647	6.696	6.764	6.729	6.663																																																																																								
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.165	0.726	0.685	0.734	0.665	0.668	0.862	0.677		0.761		0.699												0.683		0.691			0.819			0.718			0.656		0.664			0.793			0.691								0.744																						0.684																																	0.673																
