gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	_0_	_1_	_4_	_2_	_3_	_6_	_7_	_5_	_8_	_10_	_9_
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	2.609	4.439	3.784	8.03	6.04	6.529	2.897	7.829	5.339	5.892	6.935
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	2.609	4.439	3.784	8.03	6.04	6.529	2.897	7.829	5.339	5.892	6.935
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	2.653	4.37	2.576	3.753	0.8	3.916	1.292	1.338	1.351	1.301	1.045
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	2.249	0.892	1.841	0.985	1.039	0.646	1.568	0.833	1.301	1.273	0.862
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.151	0.041	0.219	0.05	0.07	0.03	0.149	0.02	0.082	0.136	0.093
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.071	0.046	0.048	0.053	0.028	0.041	0.064	0.016	0.021	0.05	0.032
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.081	0.07	0.042	0.067	0.084	0.054	0.009	0.047	0.098	0.102	0.065
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0AC594A8E	0.002	0.004	0.0	0.0	0.007	0.002	0.007	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.049	0.012	0.074	0.019	0.014	0.007	0.129	0.013	0.008	0.012	0.022
FGF19	O95750	False	FGF19_HUMAN		CPI-SS07A03C20F	0.0	0.005	0.0	0.0	0.011	0.04	0.0	0.009	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.353	0.038	0.47	0.051	0.036	0.058	0.149	0.043	0.045	0.087	0.035
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	0.071	0.046	0.048	0.053	0.028	0.041	0.064	0.016	0.021	0.05	0.032
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0467AFD8A	0.002	0.004	0.0	0.0	0.007	0.002	0.007	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.049	0.012	0.074	0.019	0.014	0.007	0.129	0.013	0.008	0.012	0.022
FGF19	O95750	False	FGF19_HUMAN		CPI-SS070A3A7E5	0.0	0.005	0.0	0.0	0.011	0.04	0.0	0.009	0.0	0.0	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0	0.003	0.0	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.071	0.046	0.048	0.053	0.028	0.041	0.064	0.016	0.021	0.05	0.032
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	2.903	1.219	2.14	2.098	2.162	2.776	1.903	2.208	3.05	2.331	1.465
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0330D939A	0.002	0.004	0.0	0.0	0.007	0.002	0.007	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.049	0.012	0.074	0.019	0.014	0.007	0.129	0.013	0.008	0.012	0.022
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.353	0.038	0.47	0.051	0.036	0.058	0.149	0.043	0.045	0.087	0.035
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0	0.003	0.0	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	21.973	4.125	17.912	4.799	4.302	3.333	10.745	4.517	5.521	6.717	3.817
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	6.261	3.817	8.011	9.947	10.043	23.213	8.382	17.137	6.947	10.473	6.154
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	1.266	2.028	1.683	1.986	1.009	0.768	1.176	1.198	0.993	1.133	1.305
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.071	0.046	0.048	0.053	0.028	0.041	0.064	0.016	0.021	0.05	0.032
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.002	0.004	0.0	0.0	0.007	0.002	0.007	0.0	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.049	0.012	0.074	0.019	0.014	0.007	0.129	0.013	0.008	0.012	0.022
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.353	0.038	0.47	0.051	0.036	0.058	0.149	0.043	0.045	0.087	0.035
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.102	0.272	0.18	0.31	0.156	0.207	0.126	0.147	0.166	0.208	0.243
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.104	0.011	0.185	0.033	0.014	0.035	0.031	0.022	0.014	0.032	0.014
SPP1	P10451	False	OSTP_HUMAN		CPI-SS04297753E	2.653	4.37	2.576	3.753	0.8	3.916	1.292	1.338	1.351	1.301	1.045
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	0.518	0.219	0.496	0.305	0.367	0.261	0.289	0.231	0.368	0.287	0.271
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	2.653	4.37	2.576	3.753	0.8	3.916	1.292	1.338	1.351	1.301	1.045
SPP1	P10451	False	OSTP_HUMAN		CPI-SC01AB9BED7	2.653	4.37	2.576	3.753	0.8	3.916	1.292	1.338	1.351	1.301	1.045
TNC	P24821	False	TENA_HUMAN		CPI-SC056BF6CBB	0.977	0.384	0.623	0.483	0.333	0.554	0.441	0.387	0.371	0.437	0.539
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC062D34C2A	0.939	0.254	0.647	0.296	0.414	0.158	0.389	0.273	0.523	0.617	0.38
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.071	0.046	0.048	0.053	0.028	0.041	0.064	0.016	0.021	0.05	0.032
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	1.204	0.554	1.024	0.309	0.374	0.213	0.754	0.304	0.368	0.403	0.301
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.116	0.078	0.144	0.108	0.125	0.355	0.146	0.146	0.097	0.122	0.035
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.689	0.328	0.829	0.345	0.525	0.416	0.659	0.478	0.571	0.44	0.642
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.1	0.097	0.059	0.246	0.043	0.115	0.117	0.031	0.098	0.099	0.173
THY1	P04216	False	THY1_HUMAN		CPI-SC0A05D3880	4.383	2.006	3.349	1.585	1.344	1.099	3.085	1.22	1.652	1.611	1.233
FCER2	P06734	False	FCER2_HUMAN		CPI-SC07312BD5C	0.077	0.003	0.054	0.004	0.009	0.003	0.022	0.004	0.014	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
F10	P00742	False	FA10_HUMAN		CPI-SC0C3E2D267	0.073	0.013	0.145	0.01	0.029	0.004	0.05	0.016	0.028	0.05	0.05
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	21.695	2.654	18.544	3.077	4.237	2.516	11.629	3.871	5.312	9.721	4.728
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.041	0.007	0.0	0.004	0.017	0.004	0.023	0.014	0.026	0.012	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.5	0.36	0.511	0.213	0.32	0.352	0.33	0.336	0.297	0.386	0.538
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	4.383	2.006	3.349	1.585	1.344	1.099	3.085	1.22	1.652	1.611	1.233
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	0.077	0.003	0.054	0.004	0.009	0.003	0.022	0.004	0.014	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.077	0.003	0.054	0.004	0.009	0.003	0.022	0.004	0.014	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC04AED00CE	0.977	0.384	0.623	0.483	0.333	0.554	0.441	0.387	0.371	0.437	0.539
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0E60FEE99	1.204	0.554	1.024	0.309	0.374	0.213	0.754	0.304	0.368	0.403	0.301
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.02	0.019	0.013	0.044	0.022	0.057	0.0	0.038	0.056	0.013	0.03
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC019DBDA78	0.939	0.254	0.647	0.296	0.414	0.158	0.389	0.273	0.523	0.617	0.38
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0E8575642	1.09	0.451	0.963	0.38	0.507	0.3	0.957	0.436	0.49	0.345	0.428
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.396	0.083	0.477	0.098	0.117	0.078	0.207	0.177	0.095	0.283	0.196
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.5	0.36	0.511	0.213	0.32	0.352	0.33	0.336	0.297	0.386	0.538
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.049	0.074	0.041	0.215	0.041	0.136	0.055	0.087	0.042	0.068	0.181
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	27.716	20.478	21.134	18.143	40.959	23.141	28.289	26.555	41.003	25.806	18.847
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.001	0.003	0.0	0.001	0.0	0.001	0.0	0.007	0.0	0.013	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	4.492	4.673	4.26	5.083	4.672	4.698	3.94	6.092	5.664	5.815	5.422
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.01	0.012	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.175	0.276	0.14	0.167	0.232	0.255	0.18	0.224	0.191	0.229	0.363
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.172	0.042	0.056	0.032	0.054	0.013	0.161	0.058	0.05	0.054	0.076
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.095	0.01	0.046	0.02	0.029	0.033	0.023	0.014	0.017	0.013	0.018
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.049	0.074	0.041	0.215	0.041	0.136	0.055	0.087	0.042	0.068	0.181
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.001	0.003	0.0	0.001	0.0	0.001	0.0	0.007	0.0	0.013	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	1.125	1.449	1.388	1.084	1.103	1.402	0.842	1.583	1.423	1.168	1.021
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.049	0.074	0.041	0.215	0.041	0.136	0.055	0.087	0.042	0.068	0.181
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	27.716	20.478	21.134	18.143	40.959	23.141	28.289	26.555	41.003	25.806	18.847
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	27.716	20.478	21.134	18.143	40.959	23.141	28.289	26.555	41.003	25.806	18.847
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0AA5ECE7B	0.001	0.003	0.0	0.001	0.0	0.001	0.0	0.007	0.0	0.013	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS04A4A2334	0.051	0.009	0.017	0.007	0.01	0.006	0.033	0.013	0.013	0.023	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.024	0.0	0.07	0.0	0.003	0.004	0.01	0.011	0.003	0.018	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	4.492	4.673	4.26	5.083	4.672	4.698	3.94	6.092	5.664	5.815	5.422
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.01	0.012	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.54	0.088	0.279	0.082	0.204	0.038	0.377	0.142	0.188	0.19	0.129
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.106	0.021	0.138	0.021	0.027	0.019	0.039	0.025	0.026	0.027	0.035
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	1.731	0.695	0.891	1.049	1.19	0.559	0.64	0.666	0.707	1.132	0.79
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.172	0.042	0.056	0.032	0.054	0.013	0.161	0.058	0.05	0.054	0.076
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.043	0.031	0.016	0.036	0.017	0.015	0.0	0.031	0.031	0.053	0.025
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.172	0.042	0.056	0.032	0.054	0.013	0.161	0.058	0.05	0.054	0.076
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	10.739	2.492	5.176	2.514	5.3	1.956	6.246	4.988	4.82	5.485	3.739
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.57	0.509	0.723	0.598	0.713	0.497	0.796	0.725	0.48	0.797	0.687
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0	0.0	0.027	0.008	0.013	0.003	0.0	0.008	0.012	0.0	0.013
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	2.277	4.798	3.055	5.782	4.24	3.717	3.182	3.311	3.622	3.5	4.691
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	93.513	38.875	58.042	28.204	61.805	23.91	70.529	48.594	56.468	53.655	42.401
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	2.405	1.665	2.684	2.002	1.661	1.375	2.247	1.406	1.517	1.608	1.521
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	1.672	0.381	1.33	0.346	0.552	0.233	0.913	0.414	0.591	0.44	0.408
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	2.277	4.798	3.055	5.782	4.24	3.717	3.182	3.311	3.622	3.5	4.691
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	93.513	38.875	58.042	28.204	61.805	23.91	70.529	48.594	56.468	53.655	42.401
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.13	0.05	0.231	0.046	0.027	0.132	0.072	0.043	0.041	0.028	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	2.903	1.219	2.14	2.098	2.162	2.776	1.903	2.208	3.05	2.331	1.465
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.109	0.055	0.079	0.124	0.091	0.33	0.122	0.158	0.412	0.203	0.146
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	10.739	2.492	5.176	2.514	5.3	1.956	6.246	4.988	4.82	5.485	3.739
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.031	0.005	0.091	0.002	0.013	0.0	0.053	0.001	0.0	0.014	0.008
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.707	1.071	0.618	1.012	0.853	1.189	0.625	1.198	0.86	0.864	0.817
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.421	0.145	0.329	0.169	0.234	0.077	0.379	0.197	0.264	0.142	0.107
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.058	0.0	0.0	0.001	0.007	0.002	0.103	0.005	0.013	0.023	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.273	0.038	0.15	0.021	0.044	0.03	0.055	0.033	0.059	0.014	0.05
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	93.513	38.875	58.042	28.204	61.805	23.91	70.529	48.594	56.468	53.655	42.401
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.971	0.429	0.83	0.392	0.711	0.514	0.597	0.442	0.653	0.507	0.377
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.792	0.18	0.833	0.205	0.149	0.111	0.478	0.149	0.238	0.391	0.087
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	1.09	0.451	0.963	0.38	0.507	0.3	0.957	0.436	0.49	0.345	0.428
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.019	0.001	0.0	0.004	0.003	0.004	0.0	0.0	0.014	0.023	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	1.08	1.072	0.779	1.785	1.335	1.607	0.992	1.309	1.365	1.287	1.598
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	2.405	1.665	2.684	2.002	1.661	1.375	2.247	1.406	1.517	1.608	1.521
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.476	0.369	0.45	0.312	0.255	0.169	0.143	0.227	0.246	0.214	0.224
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.289	0.114	0.308	0.1	0.15	0.083	0.277	0.126	0.167	0.223	0.097
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.284	0.028	0.313	0.069	0.032	0.025	0.051	0.031	0.016	0.078	0.021
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.07	0.197	0.074	0.085	0.157	0.119	0.12	0.14	0.062	0.138	0.251
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.034	0.01	0.0	0.005	0.017	0.002	0.012	0.006	0.023	0.024	0.015
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	2.903	1.219	2.14	2.098	2.162	2.776	1.903	2.208	3.05	2.331	1.465
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.248	0.31	0.256	0.277	0.58	0.571	0.419	0.291	0.605	0.399	0.259
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.109	0.055	0.079	0.124	0.091	0.33	0.122	0.158	0.412	0.203	0.146
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	1.08	0.621	1.06	0.369	0.287	0.349	0.678	0.271	0.425	0.583	0.38
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.421	0.262	0.496	0.215	0.181	0.151	0.257	0.181	0.218	0.219	0.159
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	1.08	0.621	1.06	0.369	0.287	0.349	0.678	0.271	0.425	0.583	0.38
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.421	0.262	0.496	0.215	0.181	0.151	0.257	0.181	0.218	0.219	0.159
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.334	0.357	0.41	0.28	0.161	0.143	0.19	0.156	0.103	0.264	0.148
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	1.08	0.621	1.06	0.369	0.287	0.349	0.678	0.271	0.425	0.583	0.38
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.334	0.357	0.41	0.28	0.161	0.143	0.19	0.156	0.103	0.264	0.148
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.116	0.008	0.08	0.008	0.005	0.004	0.026	0.013	0.011	0.0	0.014
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	1.08	0.621	1.06	0.369	0.287	0.349	0.678	0.271	0.425	0.583	0.38
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.421	0.262	0.496	0.215	0.181	0.151	0.257	0.181	0.218	0.219	0.159
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.421	0.262	0.496	0.215	0.181	0.151	0.257	0.181	0.218	0.219	0.159
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0A42A3690	0.379	0.215	0.119	0.285	0.215	0.157	0.246	0.217	0.306	0.204	0.116
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.105	0.095	0.188	0.126	0.202	0.236	0.069	0.07	0.124	0.15	0.161
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	3.493	2.204	2.498	1.526	3.406	1.572	2.787	2.36	2.922	2.04	1.815
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	54.61	34.524	42.146	26.698	82.501	39.672	46.266	59.317	89.087	54.935	35.232
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	3.493	2.204	2.498	1.526	3.406	1.572	2.787	2.36	2.922	2.04	1.815
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.171	0.023	0.075	0.044	0.027	0.015	0.086	0.034	0.008	0.045	0.029
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.006	0.0	0.0	0.0	0.001	0.018	0.0	0.006	0.0	0.011	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	3.493	2.204	2.498	1.526	3.406	1.572	2.787	2.36	2.922	2.04	1.815
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.006	0.0	0.0	0.0	0.001	0.018	0.0	0.006	0.0	0.011	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.518	0.219	0.496	0.305	0.367	0.261	0.289	0.231	0.368	0.287	0.271
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.426	0.203	0.294	0.243	0.246	0.239	0.243	0.217	0.271	0.236	0.218
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	3.174	0.628	2.331	0.815	1.663	0.683	2.067	1.498	1.917	2.049	0.717
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.518	0.219	0.496	0.305	0.367	0.261	0.289	0.231	0.368	0.287	0.271
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.73	0.307	0.712	0.247	0.304	0.192	0.377	0.203	0.299	0.349	0.265
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.518	0.219	0.496	0.305	0.367	0.261	0.289	0.231	0.368	0.287	0.271
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.426	0.203	0.294	0.243	0.246	0.239	0.243	0.217	0.271	0.236	0.218
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.559	0.058	0.764	0.096	0.129	0.063	0.289	0.09	0.105	0.188	0.203
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.0	0.044	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.013	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.004	0.0	0.002	0.001	0.018	0.012	0.003	0.017	0.0	0.008
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.0	0.044	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	13.421	9.893	12.429	10.599	10.929	9.724	13.923	9.255	11.822	11.939	11.237
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	2.205	2.237	2.656	3.959	3.583	3.644	2.048	3.551	3.062	3.546	4.409
